strain	season_start	season_end	lbi
A/Perth/901/2007	2006-07-01	2007-07-01	3.5460
A/Washington/UR06-0225/2007	2006-07-01	2007-07-01	8.9595
A/Managua/18/2007	2006-07-01	2007-07-01	3.7651
A/Managua/29/2007	2006-07-01	2007-07-01	3.7417
A/Managua/28/2007	2006-07-01	2007-07-01	4.0075
A/Managua/361601/2007	2006-07-01	2007-07-01	4.1094
A/Managua/7/2007	2006-07-01	2007-07-01	4.2415
A/Managua/150701/2007	2006-07-01	2007-07-01	3.7907
A/Managua/16/2007	2006-07-01	2007-07-01	3.8674
A/Managua/186701/2007	2006-07-01	2007-07-01	3.8149
A/Texas/29/2007	2006-07-01	2007-07-01	7.3848
A/Uruguay/707/2007	2006-07-01	2007-07-01	4.1751
A/Pennsylvania/4/2007	2006-07-01	2007-07-01	7.4300
A/Uganda/46/2007	2006-07-01	2007-07-01	3.8440
A/Santiago/6421/2007	2006-07-01	2007-07-01	5.1564
A/Managua/34/2007	2006-07-01	2007-07-01	3.8636
A/Managua/31/2007	2006-07-01	2007-07-01	4.0273
A/Managua/234701/2007	2006-07-01	2007-07-01	3.9743
A/Argentina/449/2007	2006-07-01	2007-07-01	4.0942
A/Uruguay/710/2007	2006-07-01	2007-07-01	4.1985
A/Santiago/6881/2007	2006-07-01	2007-07-01	4.8668
A/Argentina/405/2007	2006-07-01	2007-07-01	3.7877
A/Managua/2/2007	2006-07-01	2007-07-01	4.0564
A/Managua/5/2007	2006-07-01	2007-07-01	4.1898
A/Managua/15/2007	2006-07-01	2007-07-01	4.0341
A/Managua/27/2007	2006-07-01	2007-07-01	4.0071
A/Managua/32/2007	2006-07-01	2007-07-01	3.9257
A/Managua/20/2007	2006-07-01	2007-07-01	4.0691
A/Managua/14/2007	2006-07-01	2007-07-01	4.0971
A/Managua/68_01/2007	2006-07-01	2007-07-01	4.3174
A/Managua/355601/2007	2006-07-01	2007-07-01	4.5904
A/Texas/8/2007	2006-07-01	2007-07-01	5.7912
A/Argentina/426/2007	2006-07-01	2007-07-01	3.8245
A/Netherlands/38/2007	2006-07-01	2007-07-01	10.1293
A/Kentucky/UR06-0044/2007	2006-07-01	2007-07-01	10.5535
A/Virginia/UR06-0021/2007	2006-07-01	2007-07-01	11.2811
A/Guyane/25/2007	2006-07-01	2007-07-01	4.9878
A/Managua/41901/2007	2006-07-01	2007-07-01	3.7263
A/Colorado/UR06-0453/2007	2006-07-01	2007-07-01	8.2470
A/Managua/30/2007	2006-07-01	2007-07-01	3.9787
A/TayNguyen/TN341/2007	2006-07-01	2007-07-01	3.8219
A/Managua/25/2007	2006-07-01	2007-07-01	2.8756
A/UlanUde/1/2007	2006-07-01	2007-07-01	4.9154
A/Colorado/UR06-0558/2007	2006-07-01	2007-07-01	5.8550
A/Lyon/1331/2006	2006-07-01	2007-07-01	9.6081
A/Thessaloniki/40/2007	2006-07-01	2007-07-01	8.0582
A/Texas/UR06-0418/2007	2006-07-01	2007-07-01	6.5152
A/Texas/UR06-0358/2007	2006-07-01	2007-07-01	6.7781
A/Mississippi/UR06-0197/2007	2006-07-01	2007-07-01	7.4725
A/NewYork/1093/2007	2006-07-01	2007-07-01	4.9058
A/NewYork/UR06-0040/2007	2006-07-01	2007-07-01	8.5851
A/Idaho/10/2007	2006-07-01	2007-07-01	4.0198
A/Maryland/10/2006	2006-07-01	2007-07-01	10.1525
A/SouthDakota/1/2007	2006-07-01	2007-07-01	7.8612
A/Colorado/UR06-022/2007	2006-07-01	2007-07-01	8.6846
A/Colorado/UR06-0024/2007	2006-07-01	2007-07-01	8.6846
A/Kermanshah/580/2007	2006-07-01	2007-07-01	8.0123
A/Singapore/103C/2007	2006-07-01	2007-07-01	3.7374
A/Idaho/9/2007	2006-07-01	2007-07-01	4.6955
A/Hanoi/Q464/2007	2006-07-01	2007-07-01	3.3176
A/Malaysia/1781328/2007	2006-07-01	2007-07-01	4.5435
A/Singapore/78L/2007	2006-07-01	2007-07-01	4.4292
A/Malaysia/1777545/2007	2006-07-01	2007-07-01	4.7821
A/Singapore/105L/2007	2006-07-01	2007-07-01	4.2527
A/California/UR06-0463/2007	2006-07-01	2007-07-01	7.5177
A/Singapore/25Z/2007	2006-07-01	2007-07-01	4.6920
A/Singapore/64K/2007	2006-07-01	2007-07-01	4.5037
A/NewYork/1096/2007	2006-07-01	2007-07-01	5.3121
A/Vermont/UR06-0448/2007	2006-07-01	2007-07-01	7.2519
A/Vermont/UR06-0524/2007	2006-07-01	2007-07-01	6.9507
A/Vermont/UR06-0512/2007	2006-07-01	2007-07-01	6.9507
A/Vermont/UR06-0469/2007	2006-07-01	2007-07-01	7.1795
A/Vermont/UR06-0486/2007	2006-07-01	2007-07-01	7.1795
A/Vermont/UR06-0484/2007	2006-07-01	2007-07-01	7.2064
A/NewYork/1097/2007	2006-07-01	2007-07-01	5.3618
A/Vermont/5/2007	2006-07-01	2007-07-01	5.3900
A/Malaysia/1779027/2007	2006-07-01	2007-07-01	4.4703
A/Singapore/24/2007	2006-07-01	2007-07-01	5.9548
A/Singapore/68Q/2007	2006-07-01	2007-07-01	4.3564
A/Singapore/53C/2007	2006-07-01	2007-07-01	4.4140
A/Taiwan/304/2007	2006-07-01	2007-07-01	6.0440
A/Virginia/UR06-0580/2007	2006-07-01	2007-07-01	6.4945
A/Wisconsin/42/2006	2006-07-01	2007-07-01	11.8578
A/Washington/11/2006	2006-07-01	2007-07-01	11.3810
A/Lyon/1359/2006	2006-07-01	2007-07-01	10.7766
A/Egypt/57/2006	2006-07-01	2007-07-01	11.2281
A/NorthCarolina/2/2007	2006-07-01	2007-07-01	9.3313
A/Kentucky/UR06-0158/2007	2006-07-01	2007-07-01	8.2544
A/Washington/14/2007	2006-07-01	2007-07-01	8.8788
A/NorthCarolina/1/2007	2006-07-01	2007-07-01	9.3777
A/California/UR06-0347/2007	2006-07-01	2007-07-01	7.6307
A/Colorado/UR06-0279/2007	2006-07-01	2007-07-01	7.8961
A/California/NHRC0002/2007	2006-07-01	2007-07-01	4.8902
A/Moscow/17/2007	2006-07-01	2007-07-01	7.7147
A/Hunan/Yuetang35/2007	2006-07-01	2007-07-01	5.2285
A/Kentucky/UR06-0571/2007	2006-07-01	2007-07-01	6.7817
A/Alabama/UR06-0482/2007	2006-07-01	2007-07-01	7.3101
A/Illinois/UR06-0555/2007	2006-07-01	2007-07-01	7.0529
A/Colorado/UR06-0535/2007	2006-07-01	2007-07-01	7.0529
A/Thailand/IY07006/2007	2006-07-01	2007-07-01	0.4953
A/Beijing/Xicheng51/2007	2006-07-01	2007-07-01	0.6679
A/Malaysia/482/2007	2006-07-01	2007-07-01	0.7585
A/Idaho/5/2007	2006-07-01	2007-07-01	0.6526
A/Tehran/379/2007	2006-07-01	2007-07-01	0.4763
A/Bangladesh/4699/2007	2006-07-01	2007-07-01	0.7434
A/Bangladesh/9745/2007	2006-07-01	2007-07-01	0.7157
A/HongKong/2571/2007	2006-07-01	2007-07-01	0.6493
A/Washington/1/2007	2006-07-01	2007-07-01	1.2129
A/Malaysia/540/2007	2006-07-01	2007-07-01	0.4159
A/Malaysia/1767091/2007	2006-07-01	2007-07-01	0.6014
A/Guyane/13/2007	2006-07-01	2007-07-01	0.6676
A/Singapore/139N/2007	2007-07-01	2008-07-01	0.3902
A/Victoria/380/2007	2007-07-01	2008-07-01	0.2686
A/Japan/54/2007	2007-07-01	2008-07-01	0.5165
A/Japan/84/2007	2007-07-01	2008-07-01	0.4369
A/Japan/83/2007	2007-07-01	2008-07-01	0.4369
A/Japan/251/2007	2007-07-01	2008-07-01	0.3678
A/Japan/246/2007	2007-07-01	2008-07-01	0.3678
A/Japan/249/2007	2007-07-01	2008-07-01	0.3678
A/Philippines/1641/2007	2007-07-01	2008-07-01	0.5451
A/Massachusetts/12/2007	2007-07-01	2008-07-01	0.4970
A/Philippines/1646/2007	2007-07-01	2008-07-01	0.4400
A/Japan/43/2007	2007-07-01	2008-07-01	0.5831
A/Japan/50/2007	2007-07-01	2008-07-01	0.7367
A/Japan/52/2007	2007-07-01	2008-07-01	0.7367
A/Japan/92/2007	2007-07-01	2008-07-01	0.6866
A/Japan/260/2007	2007-07-01	2008-07-01	0.6186
A/Japan/269/2007	2007-07-01	2008-07-01	0.5928
A/Japan/67/2007	2007-07-01	2008-07-01	0.9292
A/Japan/66/2007	2007-07-01	2008-07-01	0.9292
A/Japan/60/2007	2007-07-01	2008-07-01	0.9292
A/Japan/262/2007	2007-07-01	2008-07-01	0.7370
A/Japan/272/2007	2007-07-01	2008-07-01	0.7887
A/Japan/108/2007	2007-07-01	2008-07-01	0.9914
A/Japan/105/2007	2007-07-01	2008-07-01	1.0687
A/Japan/80/2007	2007-07-01	2008-07-01	1.0687
A/Japan/104/2007	2007-07-01	2008-07-01	1.0687
A/Japan/81/2007	2007-07-01	2008-07-01	1.0687
A/Japan/101/2007	2007-07-01	2008-07-01	1.0882
A/Japan/87/2007	2007-07-01	2008-07-01	1.0882
A/Japan/102/2007	2007-07-01	2008-07-01	1.1020
A/Japan/103/2007	2007-07-01	2008-07-01	1.1020
A/Japan/86/2007	2007-07-01	2008-07-01	1.1020
A/Victoria/208/2007	2007-07-01	2008-07-01	0.8448
A/Darwin/5/2007	2007-07-01	2008-07-01	0.8414
A/SouthAustralia/21/2007	2007-07-01	2008-07-01	0.8086
A/SouthAustralia/355/2007	2007-07-01	2008-07-01	0.7359
A/Japan/70/2007	2007-07-01	2008-07-01	0.7087
A/Japan/110/2007	2007-07-01	2008-07-01	0.7719
A/Japan/111/2007	2007-07-01	2008-07-01	0.7719
A/Japan/98/2007	2007-07-01	2008-07-01	0.9836
A/Japan/99/2007	2007-07-01	2008-07-01	0.9836
A/Japan/244/2007	2007-07-01	2008-07-01	0.9663
A/Japan/242/2007	2007-07-01	2008-07-01	0.9663
A/Japan/243/2007	2007-07-01	2008-07-01	1.0021
A/Japan/245/2007	2007-07-01	2008-07-01	1.0021
A/Japan/280/2007	2007-07-01	2008-07-01	0.9846
A/Japan/265/2007	2007-07-01	2008-07-01	0.9846
A/Japan/91/2007	2007-07-01	2008-07-01	1.1686
A/Japan/90/2007	2007-07-01	2008-07-01	1.1686
A/Japan/96/2007	2007-07-01	2008-07-01	1.2053
A/Japan/267/2007	2007-07-01	2008-07-01	0.9894
A/Japan/89/2007	2007-07-01	2008-07-01	1.2011
A/Japan/255/2007	2007-07-01	2008-07-01	1.0037
A/Japan/94/2007	2007-07-01	2008-07-01	1.1676
A/Japan/112/2007	2007-07-01	2008-07-01	1.1676
A/Japan/270/2007	2007-07-01	2008-07-01	0.4535
A/Japan/276/2007	2007-07-01	2008-07-01	0.4535
A/BritishColumbia/1287/2007	2007-07-01	2008-07-01	0.3872
A/Florida/4/2007	2007-07-01	2008-07-01	0.4073
A/Philippines/5305/2007	2007-07-01	2008-07-01	0.4420
A/Paris/358/2007	2007-07-01	2008-07-01	0.4147
A/Kenya/242/2007	2007-07-01	2008-07-01	0.4255
A/Hanoi/BM171/2007	2007-07-01	2008-07-01	0.3448
A/Johannesburg/130/2007	2007-07-01	2008-07-01	0.3594
A/Georgia/7/2007	2007-07-01	2008-07-01	0.4720
A/Georgia/6/2007	2007-07-01	2008-07-01	0.4920
A/GeorgiaNHRC/36/2007	2007-07-01	2008-07-01	0.5060
A/Yekaterinburg/4/2008	2007-07-01	2008-07-01	0.4792
A/Shanghai/N14/2008	2007-07-01	2008-07-01	0.6428
A/HongKong/161/2008	2007-07-01	2008-07-01	0.7041
A/Novosibirsk/1/2008	2007-07-01	2008-07-01	0.6814
A/HongKong/173/2008	2007-07-01	2008-07-01	0.7000
A/Kenya/1436/2008	2007-07-01	2008-07-01	0.4773
A/Wellington/33/2007	2007-07-01	2008-07-01	0.4532
A/Taiwan/367/2008	2007-07-01	2008-07-01	0.4418
A/KhanhHoa/KH37/2008	2007-07-01	2008-07-01	0.5350
A/HunanFurong/1221/2007	2007-07-01	2008-07-01	0.9151
A/Singapore/N352/2008	2007-07-01	2008-07-01	0.6801
A/Singapore/23/2008	2007-07-01	2008-07-01	0.5524
A/Shanghai/N13/2007	2007-07-01	2008-07-01	0.8321
A/NewYork/1141/2008	2007-07-01	2008-07-01	0.6256
A/Cambodia/R453/2007	2007-07-01	2008-07-01	1.1634
A/Shanghai/N15/2008	2007-07-01	2008-07-01	0.6373
A/Guangdong/93/2008	2007-07-01	2008-07-01	0.5738
A/Canberra/1/2007	2007-07-01	2008-07-01	1.3636
A/Sydney/57/2007	2007-07-01	2008-07-01	1.4433
A/Darwin/10/2007	2007-07-01	2008-07-01	1.3674
A/NewJersey/14/2007	2007-07-01	2008-07-01	1.4235
A/Wisconsin/33/2007	2007-07-01	2008-07-01	1.0853
A/NorthCarolina/6/2007	2007-07-01	2008-07-01	1.1689
A/California/33/2007	2007-07-01	2008-07-01	1.0519
A/Tennessee/11/2007	2007-07-01	2008-07-01	0.9857
A/California/35/2007	2007-07-01	2008-07-01	0.9426
A/Wisconsin/32/2007	2007-07-01	2008-07-01	0.9613
A/Minnesota/4/2008	2007-07-01	2008-07-01	0.7936
A/Arizona/12/2007	2007-07-01	2008-07-01	0.9298
A/Thailand/271/2007	2007-07-01	2008-07-01	1.1385
A/Thailand/SP07043/2007	2007-07-01	2008-07-01	1.1929
A/Penza/55/2008	2007-07-01	2008-07-01	0.7250
A/HongKong/52/2008	2007-07-01	2008-07-01	1.1245
A/HongKong/39/2008	2007-07-01	2008-07-01	1.1456
A/Singapore/N351/2008	2007-07-01	2008-07-01	0.9397
A/Singapore/N474/2008	2007-07-01	2008-07-01	0.7649
A/Singapore/EN089/2008	2007-07-01	2008-07-01	0.6543
A/Malaysia/1965896/2008	2007-07-01	2008-07-01	0.9802
A/Malaysia/1963888/2008	2007-07-01	2008-07-01	0.9936
A/HongKong/71/2008	2007-07-01	2008-07-01	1.3370
A/HongKong/105/2008	2007-07-01	2008-07-01	1.2948
A/HongKong/97/2008	2007-07-01	2008-07-01	1.3215
A/Victoria/519/2007	2007-07-01	2008-07-01	1.3038
A/Cambodia/R068/2007	2007-07-01	2008-07-01	1.3649
A/Thailand/677/2007	2007-07-01	2008-07-01	1.2131
A/Hanoi/TX322/2007	2007-07-01	2008-07-01	2.4091
A/Mississippi/UR07-0100/2008	2007-07-01	2008-07-01	0.8783
A/Boston/71/2008	2007-07-01	2008-07-01	1.0463
A/Boston/40/2008	2007-07-01	2008-07-01	1.1327
A/Taiwan/415/2008	2007-07-01	2008-07-01	0.9526
A/Tianjin/Jinnan166/2008	2007-07-01	2008-07-01	1.2659
A/Tianjin/Hongqiao148/2008	2007-07-01	2008-07-01	1.2719
A/Ulaanbaatar/1600/2008	2007-07-01	2008-07-01	1.6799
A/Sainshand/643/2008	2007-07-01	2008-07-01	1.9211
A/Incheon/4274/2008	2007-07-01	2008-07-01	1.0809
A/Cheongju/H471/2008	2007-07-01	2008-07-01	1.6513
A/Cheongju/H473/2008	2007-07-01	2008-07-01	1.2280
A/Singapore/N362/2008	2007-07-01	2008-07-01	1.2690
A/Xinjiang/Tulufan540/2008	2007-07-01	2008-07-01	2.0574
A/Jiangsu/Beitang18/2008	2007-07-01	2008-07-01	2.0315
A/TianjinHedong/112/2008	2007-07-01	2008-07-01	2.2483
A/Tianjin/Nankai110/2008	2007-07-01	2008-07-01	2.2930
A/Singapore/N468/2008	2007-07-01	2008-07-01	1.1244
A/Seoul/4295/2008	2007-07-01	2008-07-01	1.2393
A/Daegu/4165/2008	2007-07-01	2008-07-01	1.4401
A/Taiwan/821/2007	2007-07-01	2008-07-01	1.9922
A/Hanoi/Q664/2007	2007-07-01	2008-07-01	2.1329
A/Cambodia/356/2007	2007-07-01	2008-07-01	2.8035
A/Cambodia/344/2007	2007-07-01	2008-07-01	2.9007
A/LangSon/LS281/2007	2007-07-01	2008-07-01	2.5410
A/NewYork/1128/2008	2007-07-01	2008-07-01	1.3373
A/Japan/765/2008	2007-07-01	2008-07-01	1.3566
A/CostaRica/7172/2008	2007-07-01	2008-07-01	0.8092
A/Oklahoma/483/2008	2007-07-01	2008-07-01	1.7004
A/Texas/5/2008	2007-07-01	2008-07-01	1.2383
A/Cambodia/266/2007	2007-07-01	2008-07-01	5.1887
A/Cambodia/384/2007	2007-07-01	2008-07-01	4.4409
A/Texas/2/2008	2007-07-01	2008-07-01	1.9490
A/Texas/4/2008	2007-07-01	2008-07-01	1.9561
A/Georgia/2/2008	2007-07-01	2008-07-01	2.0938
A/Guatemala/545/2008	2007-07-01	2008-07-01	1.1086
A/Singapore/22/2008	2007-07-01	2008-07-01	1.3751
A/Hawaii/18/2008	2007-07-01	2008-07-01	1.6692
A/Johannesburg/15/2008	2007-07-01	2008-07-01	1.1427
A/Wisconsin/4/2008	2007-07-01	2008-07-01	2.6591
A/Boston/2/2008	2007-07-01	2008-07-01	2.3104
A/NewJersey/15/2008	2007-07-01	2008-07-01	1.9958
A/Boston/38/2008	2007-07-01	2008-07-01	2.1575
A/Kansas/UR07-0136/2008	2007-07-01	2008-07-01	1.9606
A/Guatemala/494/2008	2007-07-01	2008-07-01	1.3292
A/Texas/91/2007	2007-07-01	2008-07-01	3.4924
A/Korea/AF05/2008	2007-07-01	2008-07-01	2.2103
A/Boston/29/2008	2007-07-01	2008-07-01	2.4124
A/Texas/AF01/2007	2007-07-01	2008-07-01	2.9225
A/Louisiana/5/2008	2007-07-01	2008-07-01	2.8687
A/Oklahoma/1/2008	2007-07-01	2008-07-01	2.2865
A/Boston/23/2008	2007-07-01	2008-07-01	2.5502
A/Boston/58/2008	2007-07-01	2008-07-01	2.1737
A/Michigan/10/2007	2007-07-01	2008-07-01	0.9032
A/Honduras/6374/2007	2007-07-01	2008-07-01	0.7719
A/Honduras/6453/2007	2007-07-01	2008-07-01	0.7925
A/ElSalvador/590/2007	2007-07-01	2008-07-01	1.0072
A/Honduras/602/2007	2007-07-01	2008-07-01	0.7450
A/Finland/9/2008	2007-07-01	2008-07-01	0.6052
A/Wisconsin/34/2007	2007-07-01	2008-07-01	0.6898
A/Shanghai/N11/2007	2007-07-01	2008-07-01	0.9167
A/Hanoi/GS0738/2007	2007-07-01	2008-07-01	1.0364
A/Shanghai/N09/2007	2007-07-01	2008-07-01	0.8859
A/NewYork/13/2007	2007-07-01	2008-07-01	0.9635
A/Shanghai/N04/2007	2007-07-01	2008-07-01	1.2804
A/Shanghai/N07/2007	2007-07-01	2008-07-01	1.0885
A/Shanghai/N08/2007	2007-07-01	2008-07-01	1.1008
A/Hanoi/GS0740/2007	2007-07-01	2008-07-01	1.3103
A/Shanghai/N10/2007	2007-07-01	2008-07-01	1.0781
A/Thailand/284/2007	2007-07-01	2008-07-01	0.8975
A/Victoria/373/2007	2007-07-01	2008-07-01	0.8869
A/Shanghai/N12/2007	2007-07-01	2008-07-01	0.9585
A/Hanoi/Q545/2007	2007-07-01	2008-07-01	1.3829
A/Myanmar/M107/2007	2007-07-01	2008-07-01	1.4107
A/Hanoi/TX327/2007	2007-07-01	2008-07-01	1.3166
A/Hanoi/Q578/2007	2007-07-01	2008-07-01	1.4109
A/Myanmar/M109/2007	2007-07-01	2008-07-01	1.5574
A/Khabarovsk/10/2008	2007-07-01	2008-07-01	0.5736
A/Hanoi/BT262/2007	2007-07-01	2008-07-01	1.5879
A/Hawaii/14/2007	2007-07-01	2008-07-01	1.5070
A/Thailand/SS07028/2007	2007-07-01	2008-07-01	1.1680
A/Nevada/5/2007	2007-07-01	2008-07-01	1.1177
A/Sydney/215/2007	2007-07-01	2008-07-01	1.6540
A/Johannesburg/74/2007	2007-07-01	2008-07-01	1.7880
A/Johannesburg/66/2007	2007-07-01	2008-07-01	1.8493
A/Venezuela/8241/2007	2007-07-01	2008-07-01	1.4824
A/Missouri/6/2007	2007-07-01	2008-07-01	0.8602
A/Venezuela/9602/2007	2007-07-01	2008-07-01	1.3880
A/Newcastle/9/2007	2007-07-01	2008-07-01	1.4102
A/Perth/903/2007	2007-07-01	2008-07-01	1.6985
A/Perth/902/2007	2007-07-01	2008-07-01	1.6985
A/Perth/904/2007	2007-07-01	2008-07-01	1.6022
A/ElSalvador/507/2007	2007-07-01	2008-07-01	1.4841
A/ElSalvador/579/2007	2007-07-01	2008-07-01	1.3227
A/Managua/490201/2007	2007-07-01	2008-07-01	1.3976
A/Managua/412701/2007	2007-07-01	2008-07-01	1.6765
A/Myanmar/M178/2007	2007-07-01	2008-07-01	1.7865
A/Brazil/1623/2008	2007-07-01	2008-07-01	0.6562
A/Florida/11/2007	2007-07-01	2008-07-01	1.2362
A/Florida/7/2007	2007-07-01	2008-07-01	1.2821
A/NewJersey/19/2007	2007-07-01	2008-07-01	1.0107
A/Santiago/10086/2007	2007-07-01	2008-07-01	2.3472
A/Brazil/1619/2008	2007-07-01	2008-07-01	0.7402
A/Vermont/2/2008	2007-07-01	2008-07-01	0.9021
A/ElSalvador/428/2007	2007-07-01	2008-07-01	2.4324
A/Boston/5/2008	2007-07-01	2008-07-01	0.8865
A/NewYork/1131/2008	2007-07-01	2008-07-01	0.9956
A/Thailand/786/2007	2007-07-01	2008-07-01	1.0895
A/Texas/68/2007	2007-07-01	2008-07-01	1.0335
A/Texas/34/2007	2007-07-01	2008-07-01	1.1990
A/TayNguyen/TN367/2007	2007-07-01	2008-07-01	2.1266
A/Texas/37/2007	2007-07-01	2008-07-01	1.3933
A/Texas/35/2007	2007-07-01	2008-07-01	1.4025
A/Texas/66/2007	2007-07-01	2008-07-01	1.2955
A/Texas/65/2007	2007-07-01	2008-07-01	1.3492
A/Texas/64/2007	2007-07-01	2008-07-01	1.3746
A/Texas/83/2007	2007-07-01	2008-07-01	1.1063
A/Texas/72/2007	2007-07-01	2008-07-01	1.1368
A/Mexico/UASLP-012/2008	2007-07-01	2008-07-01	0.9621
A/Qatar/AF02/2008	2007-07-01	2008-07-01	0.9057
A/Mississippi/1/2008	2007-07-01	2008-07-01	0.9206
A/Mississippi/5/2008	2007-07-01	2008-07-01	0.9636
A/Texas/71/2007	2007-07-01	2008-07-01	1.2466
A/Washington/36/2007	2007-07-01	2008-07-01	0.9567
A/Arizona/10/2007	2007-07-01	2008-07-01	0.9484
A/Texas/36/2007	2007-07-01	2008-07-01	1.3794
A/Mexico/UASLP-011/2008	2007-07-01	2008-07-01	0.9093
A/Kuwait/1148/2008	2007-07-01	2008-07-01	0.8304
A/Kuwait/AF03/2008	2007-07-01	2008-07-01	0.8248
A/Montana/5/2007	2007-07-01	2008-07-01	1.2295
A/Honduras/1038/2007	2007-07-01	2008-07-01	0.9995
A/Guatemala/7562/2007	2007-07-01	2008-07-01	1.6535
A/Honduras/5560/2007	2007-07-01	2008-07-01	1.6606
A/Texas/67/2007	2007-07-01	2008-07-01	1.1818
A/California/30/2007	2007-07-01	2008-07-01	1.2492
A/Texas/63/2007	2007-07-01	2008-07-01	1.2120
A/Myanmar/M158/2007	2007-07-01	2008-07-01	1.3666
A/Myanmar/M154/2007	2007-07-01	2008-07-01	1.3950
A/Myanmar/M173/2007	2007-07-01	2008-07-01	1.3796
A/Hanoi/TX320/2007	2007-07-01	2008-07-01	1.4757
A/Arizona/9/2007	2007-07-01	2008-07-01	0.7867
A/Hanoi/Q499/2007	2007-07-01	2008-07-01	1.5791
A/Shanghai/N05/2007	2007-07-01	2008-07-01	1.4295
A/Khabarovsk/41/2008	2007-07-01	2008-07-01	0.5825
A/HongKong/156/2008	2007-07-01	2008-07-01	0.8673
A/Cambodia/R081/2007	2007-07-01	2008-07-01	0.9971
A/Hanoi/GS0737/2007	2007-07-01	2008-07-01	1.5973
A/Hanoi/Q638/2007	2007-07-01	2008-07-01	1.3133
A/Thailand/KS07111/2007	2007-07-01	2008-07-01	1.2201
A/Singapore/N510/2008	2007-07-01	2008-07-01	0.6095
A/Taiwan/420/2008	2007-07-01	2008-07-01	0.6517
A/Malaysia/1959864/2008	2007-07-01	2008-07-01	0.9382
A/HongKong/393/2008	2007-07-01	2008-07-01	0.7326
A/Malaysia/1912346/2007	2007-07-01	2008-07-01	1.0834
A/Malaysia/1922209/2008	2007-07-01	2008-07-01	1.2148
A/Singapore/N350/2008	2007-07-01	2008-07-01	0.7573
A/India/7886/2008	2007-07-01	2008-07-01	0.6529
A/India/7882/2008	2007-07-01	2008-07-01	0.7235
A/Taiwan/707/2007	2007-07-01	2008-07-01	1.0830
A/Taiwan/1/2008	2007-07-01	2008-07-01	0.8103
A/Taiwan/21/2008	2007-07-01	2008-07-01	0.7723
A/Taiwan/760/2007	2007-07-01	2008-07-01	1.2392
A/Taiwan/4/2008	2007-07-01	2008-07-01	0.8248
A/Taiwan/825/2007	2007-07-01	2008-07-01	1.2772
A/Hanoi/Q582/2007	2007-07-01	2008-07-01	1.2729
A/Hanoi/Q492/2007	2007-07-01	2008-07-01	1.5292
A/Singapore/65/2007	2007-07-01	2008-07-01	0.9077
A/Taiwan/3/2008	2007-07-01	2008-07-01	0.7179
A/Texas/95/2007	2007-07-01	2008-07-01	0.8340
A/Taiwan/201/2008	2007-07-01	2008-07-01	0.6416
A/Japan/78/2007	2007-07-01	2008-07-01	1.0854
A/Texas/33/2007	2007-07-01	2008-07-01	1.3917
A/Singapore/238T/2007	2007-07-01	2008-07-01	1.3119
A/Thailand/KS07193/2008	2007-07-01	2008-07-01	0.3969
A/Thailand/SN07100/2007	2007-07-01	2008-07-01	0.3738
A/Minnesota/16/2008	2007-07-01	2008-07-01	0.4108
A/Montana/8/2007	2007-07-01	2008-07-01	0.4599
A/Hanoi/Q924/2007	2007-07-01	2008-07-01	0.5114
A/Gyeongnam/4506/2007	2007-07-01	2008-07-01	0.6400
A/Cheongju/H395/2007	2007-07-01	2008-07-01	0.8280
A/Cheongju/H411/2008	2007-07-01	2008-07-01	0.6607
A/Cheongju/H407/2008	2007-07-01	2008-07-01	0.6966
A/Cheongju/H383/2007	2007-07-01	2008-07-01	1.2374
A/Cheongju/H396/2007	2007-07-01	2008-07-01	0.9359
A/Chungbuk/4137/2008	2007-07-01	2008-07-01	0.6090
A/Cheongju/H397/2008	2007-07-01	2008-07-01	0.8886
A/Cheongju/H393/2007	2007-07-01	2008-07-01	1.2689
A/Cheongju/H412/2008	2007-07-01	2008-07-01	0.7941
A/Cheongju/H398/2008	2007-07-01	2008-07-01	0.9763
A/HongKong/23/2008	2007-07-01	2008-07-01	0.9897
A/Hanoi/Q769/2007	2007-07-01	2008-07-01	0.6143
A/Hanoi/Q748/2007	2007-07-01	2008-07-01	0.6435
A/Vietnam/214/2008	2007-07-01	2008-07-01	0.5219
A/HoaBinh/HB409/2007	2007-07-01	2008-07-01	0.5676
A/Pennsylvania/PIT37/2008	2007-07-01	2008-07-01	0.5401
A/Hue/H511/2007	2007-07-01	2008-07-01	0.6393
A/LangSon/LS218/2007	2007-07-01	2008-07-01	1.2521
A/Hanoi/BT251/2007	2007-07-01	2008-07-01	1.3805
A/Hue/H519/2007	2007-07-01	2008-07-01	0.6981
A/Hue/H515/2007	2007-07-01	2008-07-01	0.7077
A/Hue/H05/2008	2007-07-01	2008-07-01	0.9274
A/Hue/H207/2008	2007-07-01	2008-07-01	0.5362
A/Hue/H39/2008	2007-07-01	2008-07-01	0.9766
A/Vietnam/521/2007	2007-07-01	2008-07-01	1.0892
A/Hue/H521/2007	2007-07-01	2008-07-01	1.0892
A/Hanoi/N317/2007	2007-07-01	2008-07-01	1.2072
A/Pennsylvania/PIT31/2008	2007-07-01	2008-07-01	0.6707
A/HongKong/184/2008	2007-07-01	2008-07-01	0.6686
A/Boston/14/2008	2007-07-01	2008-07-01	0.4013
A/Singapore/66/2007	2007-07-01	2008-07-01	0.5321
A/Thailand/MR07094/2007	2007-07-01	2008-07-01	0.5345
A/JilinChaoyang/1124/2007	2007-07-01	2008-07-01	0.9193
