strain	season_start	season_end	lbi
A/Shanghai/N15/2008	2007-07-01	2008-07-01	0.6364
A/Shanghai/N14/2008	2007-07-01	2008-07-01	0.9507
A/Yekaterinburg/4/2008	2007-07-01	2008-07-01	0.7497
A/HongKong/161/2008	2007-07-01	2008-07-01	1.0807
A/HongKong/173/2008	2007-07-01	2008-07-01	1.1340
A/Novosibirsk/1/2008	2007-07-01	2008-07-01	1.1037
A/Hanoi/BM171/2007	2007-07-01	2008-07-01	1.6143
A/Hanoi/Q769/2007	2007-07-01	2008-07-01	1.0641
A/Hanoi/Q748/2007	2007-07-01	2008-07-01	1.1155
A/Thailand/786/2007	2007-07-01	2008-07-01	1.0272
A/Michigan/10/2007	2007-07-01	2008-07-01	1.5421
A/Honduras/6374/2007	2007-07-01	2008-07-01	1.1899
A/Honduras/6453/2007	2007-07-01	2008-07-01	1.1923
A/ElSalvador/590/2007	2007-07-01	2008-07-01	1.5144
A/Honduras/602/2007	2007-07-01	2008-07-01	1.1027
A/Vietnam/214/2008	2007-07-01	2008-07-01	0.5899
A/Hanoi/Q656/2007	2007-07-01	2008-07-01	1.4093
A/Hanoi/BM238/2007	2007-07-01	2008-07-01	1.5063
A/Hanoi/Q924/2007	2007-07-01	2008-07-01	0.9730
A/Singapore/66/2007	2007-07-01	2008-07-01	1.1067
A/Hue/H511/2007	2007-07-01	2008-07-01	1.0411
A/LangSon/LS218/2007	2007-07-01	2008-07-01	2.3336
A/Thailand/MR07094/2007	2007-07-01	2008-07-01	1.3157
A/Hanoi/BT251/2007	2007-07-01	2008-07-01	2.9369
A/Hue/H519/2007	2007-07-01	2008-07-01	1.3240
A/Hue/H515/2007	2007-07-01	2008-07-01	1.3422
A/HongKong/4758/2007	2007-07-01	2008-07-01	1.6516
A/Hue/H05/2008	2007-07-01	2008-07-01	1.6478
A/Hue/H207/2008	2007-07-01	2008-07-01	0.7828
A/Hue/H39/2008	2007-07-01	2008-07-01	1.5882
A/Vietnam/521/2007	2007-07-01	2008-07-01	1.9618
A/Hue/H521/2007	2007-07-01	2008-07-01	1.9618
A/Arkansas/5/2008	2007-07-01	2008-07-01	1.2302
A/NewYork/1134/2008	2007-07-01	2008-07-01	1.6018
A/Boston/21/2008	2007-07-01	2008-07-01	1.7256
A/Boston/88/2008	2007-07-01	2008-07-01	1.0757
A/Boston/36/2008	2007-07-01	2008-07-01	1.5790
A/JilinChaoyang/1124/2007	2007-07-01	2008-07-01	2.9080
A/HoaBinh/HB409/2007	2007-07-01	2008-07-01	2.8542
A/Mississippi/UR07-0003/2008	2007-07-01	2008-07-01	1.7957
A/Minnesota/16/2008	2007-07-01	2008-07-01	1.2932
A/Pennsylvania/PIT02/2008	2007-07-01	2008-07-01	2.1070
A/Pennsylvania/PIT06/2008	2007-07-01	2008-07-01	2.1809
A/Pennsylvania/PIT08/2008	2007-07-01	2008-07-01	2.2063
A/Ohio/UR07-0005/2008	2007-07-01	2008-07-01	1.9909
A/NewYork/7/2008	2007-07-01	2008-07-01	2.2770
A/NewYork/1130/2008	2007-07-01	2008-07-01	2.2990
A/Boston/79/2008	2007-07-01	2008-07-01	1.6876
A/Virginia/4/2007	2007-07-01	2008-07-01	3.0925
A/Pennsylvania/PIT12/2008	2007-07-01	2008-07-01	2.5655
A/Tennessee/2/2008	2007-07-01	2008-07-01	2.2669
A/NewYork/1152/2008	2007-07-01	2008-07-01	1.7967
A/Pennsylvania/PIT20/2008	2007-07-01	2008-07-01	2.3909
A/Boston/20/2008	2007-07-01	2008-07-01	2.3425
A/Boston/14/2008	2007-07-01	2008-07-01	2.3846
A/HongKong/184/2008	2007-07-01	2008-07-01	1.8688
A/NorthCarolina/1/2008	2007-07-01	2008-07-01	1.8774
A/Washington/4/2008	2007-07-01	2008-07-01	1.6172
A/Hanoi/N317/2007	2007-07-01	2008-07-01	4.0391
A/Arkansas/4/2008	2007-07-01	2008-07-01	2.2794
A/NorthCarolina/5/2007	2007-07-01	2008-07-01	3.1422
A/NewJersey/21/2007	2007-07-01	2008-07-01	2.6689
A/Kentucky/UR07-0082/2008	2007-07-01	2008-07-01	1.8609
A/Thailand/419/2008	2007-07-01	2008-07-01	1.6132
A/Boston/96/2008	2007-07-01	2008-07-01	1.9632
A/Thailand/KS07193/2008	2007-07-01	2008-07-01	0.4790
A/Ulaanbaatar/598/2008	2007-07-01	2008-07-01	0.6716
A/NewYork/29/2008	2007-07-01	2008-07-01	0.6629
A/Netherlands/177/2008	2007-07-01	2008-07-01	0.6978
A/Gyeongnam/4506/2007	2007-07-01	2008-07-01	0.9377
A/Cheongju/H395/2007	2007-07-01	2008-07-01	1.1058
A/Cheongju/H411/2008	2007-07-01	2008-07-01	0.8201
A/Cheongju/H407/2008	2007-07-01	2008-07-01	0.8317
A/Cheongju/H396/2007	2007-07-01	2008-07-01	1.1665
A/Cheongju/H383/2007	2007-07-01	2008-07-01	1.5686
A/Cheongju/H380/2007	2007-07-01	2008-07-01	1.8030
A/Chungbuk/4137/2008	2007-07-01	2008-07-01	0.7082
A/Cheongju/H397/2008	2007-07-01	2008-07-01	1.1159
A/Cheongju/H393/2007	2007-07-01	2008-07-01	1.5594
A/Cheongju/H412/2008	2007-07-01	2008-07-01	0.9509
A/Cheongju/H398/2008	2007-07-01	2008-07-01	1.1796
A/HongKong/23/2008	2007-07-01	2008-07-01	1.1957
A/Minnesota/6/2008	2007-07-01	2008-07-01	0.7141
A/NewYork/28/2008	2007-07-01	2008-07-01	0.6052
A/Kentucky/UR07-0148/2008	2007-07-01	2008-07-01	0.8326
A/NewYork/1156/2008	2007-07-01	2008-07-01	0.9535
A/NewYork/9/2008	2007-07-01	2008-07-01	0.9105
A/NewYork/1157/2008	2007-07-01	2008-07-01	0.9105
A/NewMexico/2/2008	2007-07-01	2008-07-01	1.0156
A/Boston/9/2008	2007-07-01	2008-07-01	1.7279
A/Florida/UR07-0154/2008	2007-07-01	2008-07-01	1.6115
A/Kansas/UR07-0137/2008	2007-07-01	2008-07-01	1.9314
A/Missouri/5/2008	2007-07-01	2008-07-01	2.0251
A/Wisconsin/9/2008	2007-07-01	2008-07-01	2.4094
A/Japan/WRAIR1059P/2008	2007-07-01	2008-07-01	1.4671
A/Wisconsin/5/2008	2007-07-01	2008-07-01	2.4892
A/Wisconsin/10/2008	2007-07-01	2008-07-01	2.4275
A/Kentucky/UR07-0037/2008	2007-07-01	2008-07-01	2.3865
A/Kentucky/UR07-0041/2008	2007-07-01	2008-07-01	2.4307
A/Kentucky/UR07-0162/2008	2007-07-01	2008-07-01	1.9941
A/Boston/56/2008	2007-07-01	2008-07-01	2.5012
A/Georgia/1/2008	2007-07-01	2008-07-01	3.2995
A/NewYork/1148/2008	2007-07-01	2008-07-01	3.2099
A/NewYork/1133/2008	2007-07-01	2008-07-01	4.0534
A/NewYork/1146/2008	2007-07-01	2008-07-01	3.5672
A/Kentucky/UR07-0081/2008	2007-07-01	2008-07-01	3.5737
A/Boston/60/2008	2007-07-01	2008-07-01	3.7774
A/NewYork/UR07-0111/2008	2007-07-01	2008-07-01	4.0201
A/Kansas/UR07-0129/2008	2007-07-01	2008-07-01	3.8611
A/Boston/81/2008	2007-07-01	2008-07-01	3.7023
A/NewYork/1153/2008	2007-07-01	2008-07-01	4.3078
A/Iowa/1/2008	2007-07-01	2008-07-01	4.1138
A/Singapore/N486/2008	2007-07-01	2008-07-01	2.8280
A/Boston/78/2008	2007-07-01	2008-07-01	4.4972
A/SouthCarolina/3/2008	2007-07-01	2008-07-01	4.1480
A/Toyama/123/2008	2007-07-01	2008-07-01	3.8406
A/NewJersey/14/2008	2007-07-01	2008-07-01	3.9351
A/NewYork/1155/2008	2007-07-01	2008-07-01	4.1553
A/Singapore/EN074/2008	2007-07-01	2008-07-01	2.6407
A/Wellington/6/2008	2007-07-01	2008-07-01	2.8399
A/Waikato/16/2008	2007-07-01	2008-07-01	2.7108
A/NewYork/UR07-0153/2008	2007-07-01	2008-07-01	4.9894
A/NewYork/1150/2008	2007-07-01	2008-07-01	5.3042
A/Boston/10/2008	2007-07-01	2008-07-01	5.3224
A/Kentucky/UR07-0107/2008	2007-07-01	2008-07-01	5.5069
A/NewYork/UR07-0160/2008	2007-07-01	2008-07-01	4.8481
A/Florida/UR07-0150/2008	2007-07-01	2008-07-01	5.0846
A/Minnesota/7/2008	2007-07-01	2008-07-01	4.8036
A/Illinois/9/2008	2007-07-01	2008-07-01	4.7389
A/Washington/3/2008	2007-07-01	2008-07-01	5.3659
A/Florida/UR07-0101/2008	2007-07-01	2008-07-01	5.5895
A/NewYork/1151/2008	2007-07-01	2008-07-01	5.2733
A/Boston/97/2008	2007-07-01	2008-07-01	4.9941
A/Michigan/1/2008	2007-07-01	2008-07-01	4.4347
A/Kentucky/UR07-0124/2008	2007-07-01	2008-07-01	5.3544
A/Kentucky/UR07-0116/2008	2007-07-01	2008-07-01	5.3870
A/Florida/UR07-0146/2008	2007-07-01	2008-07-01	5.1364
A/Missouri/1/2008	2007-07-01	2008-07-01	5.8674
A/Singapore/N390/2008	2007-07-01	2008-07-01	3.8645
A/Waikato/17/2008	2007-07-01	2008-07-01	2.7992
A/Wellington/13/2008	2007-07-01	2008-07-01	2.7088
A/Paris/2030/2008	2007-07-01	2008-07-01	0.9057
A/Singapore/29/2008	2007-07-01	2008-07-01	0.7647
A/Tianjin/Jinnan173/2008	2007-07-01	2008-07-01	0.7996
A/Moscow/118/2008	2007-07-01	2008-07-01	0.7660
A/Thailand/SN07100/2007	2007-07-01	2008-07-01	0.9396
A/Texas/6/2008	2007-07-01	2008-07-01	0.8903
A/Singapore/N348/2008	2007-07-01	2008-07-01	1.0300
A/Singapore/N422/2008	2007-07-01	2008-07-01	0.8753
A/Singapore/N425/2008	2007-07-01	2008-07-01	0.8805
A/Singapore/EN047/2008	2007-07-01	2008-07-01	0.8925
A/Singapore/N430/2008	2007-07-01	2008-07-01	0.8805
A/Sichuan/Qingyang1396/2008	2008-07-01	2009-07-01	0.2980
A/Kisumu/7598/2008	2008-07-01	2009-07-01	0.3292
A/Kenya/1431/2008	2008-07-01	2009-07-01	0.4096
A/Kenya/1477/2008	2008-07-01	2009-07-01	0.3923
A/Kenya/1589/2008	2008-07-01	2009-07-01	0.3789
A/Kenya/1598/2008	2008-07-01	2009-07-01	0.3781
A/Kenya/1599/2008	2008-07-01	2009-07-01	0.3755
A/DaNang/DN434/2008	2008-07-01	2009-07-01	0.4656
A/DaNang/DN446/2008	2008-07-01	2009-07-01	0.4428
A/Egypt/809/2008	2008-07-01	2009-07-01	0.3935
A/Malaysia/32/2009	2008-07-01	2009-07-01	0.3920
A/Mexico/24009/2008	2008-07-01	2009-07-01	0.3565
A/Mexico/24012/2008	2008-07-01	2009-07-01	0.3713
A/Mexico/24003/2008	2008-07-01	2009-07-01	0.3975
A/Mexico/24011/2008	2008-07-01	2009-07-01	0.4751
A/Mexico/24010/2008	2008-07-01	2009-07-01	0.4751
A/Myanmar/M082/2008	2008-07-01	2009-07-01	0.3299
A/Victoria/500/2009	2008-07-01	2009-07-01	0.3945
A/Cambodia/S099/2008	2008-07-01	2009-07-01	0.3789
A/HongKong/1868/2008	2008-07-01	2009-07-01	0.4000
A/Myanmar/M084/2008	2008-07-01	2009-07-01	0.5956
A/Myanmar/M042/2008	2008-07-01	2009-07-01	0.5702
A/Myanmar/M114/2008	2008-07-01	2009-07-01	0.6302
A/Myanmar/M258/2008	2008-07-01	2009-07-01	0.5693
A/Myanmar/M156/2008	2008-07-01	2009-07-01	0.6462
A/Myanmar/M106/2008	2008-07-01	2009-07-01	0.6813
A/Myanmar/M250/2008	2008-07-01	2009-07-01	0.6424
A/Korea/WRAIR1391P/2009	2008-07-01	2009-07-01	0.5883
A/Iraq/WRAIR1157P/2009	2008-07-01	2009-07-01	0.5849
A/Korea/7719/2008	2008-07-01	2009-07-01	0.6938
A/Korea/7858/2008	2008-07-01	2009-07-01	0.6778
A/California/9/2008	2008-07-01	2009-07-01	0.3328
A/Yokohama/107/2009	2008-07-01	2009-07-01	0.4602
A/Gifu-C/37/2009	2008-07-01	2009-07-01	0.5072
A/LiaoningTiedong/14/2008	2008-07-01	2009-07-01	0.3907
A/Guangdong/578/2008	2008-07-01	2009-07-01	0.4318
A/Guangdong/548/2008	2008-07-01	2009-07-01	0.3777
A/HongKong/3049/2008	2008-07-01	2009-07-01	0.4730
A/FujianSiming/1242/2008	2008-07-01	2009-07-01	0.4393
A/Taiwan/422/2008	2008-07-01	2009-07-01	0.2987
A/Maryland/2/2009	2008-07-01	2009-07-01	0.3980
A/TianjinNankai/1211/2008	2008-07-01	2009-07-01	0.4121
A/Nagano/1201/2008	2008-07-01	2009-07-01	0.4226
A/Kentucky/1/2008	2008-07-01	2009-07-01	0.4193
A/KhanhHoa/KH475/2008	2008-07-01	2009-07-01	0.4672
A/Vietnam/941/2009	2008-07-01	2009-07-01	0.4708
A/Vietnam/936/2009	2008-07-01	2009-07-01	0.5807
A/Vietnam/N199/2009	2008-07-01	2009-07-01	0.5500
A/Cambodia/S058/2008	2008-07-01	2009-07-01	0.7016
A/Cambodia/S243/2008	2008-07-01	2009-07-01	0.8124
A/Cambodia/S231/2008	2008-07-01	2009-07-01	0.7494
A/Thailand/947/2008	2008-07-01	2009-07-01	0.6602
A/KhanhHoa/KH488/2008	2008-07-01	2009-07-01	0.6014
A/KhanhHoa/KH474/2008	2008-07-01	2009-07-01	0.6226
A/Cambodia/S124/2008	2008-07-01	2009-07-01	0.9911
A/KhanhHoa/KH363/2008	2008-07-01	2009-07-01	0.8711
A/Japan/51/2009	2008-07-01	2009-07-01	0.7222
A/Delaware/WRAIR1240/2009	2008-07-01	2009-07-01	0.6839
A/Japan/WRAIR1140P/2009	2008-07-01	2009-07-01	0.7623
A/Texas/13/2008	2008-07-01	2009-07-01	0.3306
A/Texas/19/2008	2008-07-01	2009-07-01	0.3306
A/Taiwan/425/2008	2008-07-01	2009-07-01	0.4651
A/Taiwan/424/2008	2008-07-01	2009-07-01	0.4651
A/Thailand/998/2008	2008-07-01	2009-07-01	0.4515
A/Guangdong/560/2009	2008-07-01	2009-07-01	0.4159
A/Netherlands/377/2008	2008-07-01	2009-07-01	0.5215
A/Stockholm/25/2008	2008-07-01	2009-07-01	0.4980
A/Thailand/SN07141/2008	2008-07-01	2009-07-01	0.4336
A/Thailand/MR07161/2008	2008-07-01	2009-07-01	0.4316
A/Thailand/SS07134/2008	2008-07-01	2009-07-01	0.4146
A/Thailand/MR07159/2008	2008-07-01	2009-07-01	0.3358
A/HeilongjiangXiangfang/163/2009	2008-07-01	2009-07-01	0.3816
A/Kenya/1428/2008	2008-07-01	2009-07-01	0.3966
A/Kenya/1544/2008	2008-07-01	2009-07-01	0.5090
A/Kenya/730/2008	2008-07-01	2009-07-01	0.3820
A/Philippines/3803/2008	2008-07-01	2009-07-01	0.4805
A/California/8/2008	2008-07-01	2009-07-01	0.5477
A/Kisii/7544/2008	2008-07-01	2009-07-01	0.5278
A/Wisconsin/13/2008	2008-07-01	2009-07-01	0.6081
A/Arkansas/WRAIR1251P/2009	2008-07-01	2009-07-01	0.5208
A/Malindi/7590/2008	2008-07-01	2009-07-01	0.6714
A/Kenya/1270/2009	2008-07-01	2009-07-01	0.4560
A/Taiwan/611/2008	2008-07-01	2009-07-01	0.5385
A/Florence/24/2008	2008-07-01	2009-07-01	0.5222
A/Taiwan/5780/2008	2008-07-01	2009-07-01	0.5818
A/Brazil/1814/2009	2008-07-01	2009-07-01	0.4725
A/Iwate/4/2009	2008-07-01	2009-07-01	0.5872
A/Guam/7124/2008	2008-07-01	2009-07-01	0.7188
A/Iraq/WRAIR1244P/2009	2008-07-01	2009-07-01	0.6485
A/Iraq/WRAIR1252P/2009	2008-07-01	2009-07-01	0.6485
A/Guatemala/680/2008	2008-07-01	2009-07-01	1.3291
A/Kyrgyzstan/WRAIR1121P/2008	2008-07-01	2009-07-01	0.8644
A/Kyrgyzstan/WRAIR1255P/2008	2008-07-01	2009-07-01	0.9655
A/Kuwait/494/2009	2008-07-01	2009-07-01	0.7403
A/Kuwait/WRAIR1143P/2009	2008-07-01	2009-07-01	0.7403
A/Thailand/KS08204/2008	2008-07-01	2009-07-01	0.8188
A/Kisumu/7618/2008	2008-07-01	2009-07-01	0.7860
A/Wellington/40/2008	2008-07-01	2009-07-01	1.4205
A/Saskatchewan/RV0101/2009	2008-07-01	2009-07-01	0.8225
A/Cambodia/S252/2008	2008-07-01	2009-07-01	1.4294
A/Chiba-C/42/2009	2008-07-01	2009-07-01	0.7432
A/Sapporo/112/2009	2008-07-01	2009-07-01	0.6980
A/Sakai/41/2009	2008-07-01	2009-07-01	0.7557
A/Novosibirsk/707/2009	2008-07-01	2009-07-01	0.8762
A/Novosibirsk/628/2009	2008-07-01	2009-07-01	0.8762
A/Novosibirsk/1211/2009	2008-07-01	2009-07-01	1.6839
A/Latvia/2-1192/2009	2008-07-01	2009-07-01	2.3274
A/Norway/1141/2009	2008-07-01	2009-07-01	1.9814
A/Ukraine/110/2009	2008-07-01	2009-07-01	1.8843
A/Ukraine/96/2009	2008-07-01	2009-07-01	1.9703
A/StPetersburg/124/2009	2008-07-01	2009-07-01	1.8432
A/Donetsk/248/2009	2008-07-01	2009-07-01	1.8636
A/Moscow/21/2009	2008-07-01	2009-07-01	2.3829
A/Estonia/29546/2009	2008-07-01	2009-07-01	2.7471
A/Guatemala/1913/2009	2008-07-01	2009-07-01	1.3032
A/Netherlands/13/2009	2008-07-01	2009-07-01	3.2176
A/Montana/4/2009	2008-07-01	2009-07-01	2.2466
A/Stockholm/11/2009	2008-07-01	2009-07-01	3.1518
A/Stockholm/12/2009	2008-07-01	2009-07-01	3.1791
A/Stockholm/20/2009	2008-07-01	2009-07-01	2.8775
A/California/VRDL321/2009	2008-07-01	2009-07-01	1.6316
A/Geneva/1479911/2009	2008-07-01	2009-07-01	2.9818
A/Malaysia/720/2009	2008-07-01	2009-07-01	1.6582
A/StPetersburg/92/2009	2008-07-01	2009-07-01	2.2251
A/California/VRDL247/2009	2008-07-01	2009-07-01	1.8722
A/California/VRDL325/2009	2008-07-01	2009-07-01	1.8501
A/Luxembourg/638/2009	2008-07-01	2009-07-01	2.8261
A/Mexico/24008/2009	2008-07-01	2009-07-01	2.2823
A/California/VRDL201/2009	2008-07-01	2009-07-01	1.9016
A/California/VRDL271/2009	2008-07-01	2009-07-01	1.8886
A/Paraguay/52/2009	2008-07-01	2009-07-01	0.5417
A/Taiwan/1125/2009	2008-07-01	2009-07-01	0.8099
A/Taiwan/1124/2009	2008-07-01	2009-07-01	0.8099
A/Uganda/MUWRP-048/2008	2008-07-01	2009-07-01	0.9307
A/Malindi/7581/2008	2008-07-01	2009-07-01	1.2742
A/Kenya/2282/2008	2008-07-01	2009-07-01	1.2627
A/Indiana/10/2009	2008-07-01	2009-07-01	0.7018
A/Kiev/67/2009	2008-07-01	2009-07-01	0.8045
A/Yokohama/108/2009	2008-07-01	2009-07-01	0.8279
A/Akita/12/2008	2008-07-01	2009-07-01	1.4321
A/Kisumu/7612/2008	2008-07-01	2009-07-01	1.4512
A/Uganda/MUWRP-003/2008	2008-07-01	2009-07-01	1.5915
A/Uganda/MUWRP-047/2008	2008-07-01	2009-07-01	1.2880
A/Uganda/MUWRP-046/2008	2008-07-01	2009-07-01	1.2880
A/Madagascar/3615/2009	2008-07-01	2009-07-01	0.7046
A/Uganda/MUWRP-012/2008	2008-07-01	2009-07-01	1.5244
A/Myanmar/M022/2008	2008-07-01	2009-07-01	2.7673
A/Wisconsin/18/2008	2008-07-01	2009-07-01	1.3049
A/Mbagathi/7593/2008	2008-07-01	2009-07-01	1.4838
A/Cambodia/S272/2008	2008-07-01	2009-07-01	1.7422
A/Kisumu/7597/2008	2008-07-01	2009-07-01	2.0797
A/Taiwan/2573/2009	2008-07-01	2009-07-01	1.1446
A/Taiwan/426/2009	2008-07-01	2009-07-01	1.0465
A/Kenya/2234/2008	2008-07-01	2009-07-01	1.8802
A/Kericho/7534/2008	2008-07-01	2009-07-01	1.5454
A/Uganda/MUWRP-020/2008	2008-07-01	2009-07-01	1.6499
A/Uganda/MUWRP-005/2008	2008-07-01	2009-07-01	1.9599
A/Uganda/MUWRP-034/2008	2008-07-01	2009-07-01	1.5548
A/Uganda/MUWRP-037/2008	2008-07-01	2009-07-01	1.5234
A/Taiwan/599/2008	2008-07-01	2009-07-01	1.5265
A/Uganda/MUWRP-052/2008	2008-07-01	2009-07-01	1.3239
A/Wellington/31/2008	2008-07-01	2009-07-01	3.4727
A/Kisii/7537/2008	2008-07-01	2009-07-01	2.3038
A/Kisii/7552/2008	2008-07-01	2009-07-01	1.9576
A/Uganda/MUWRP-002/2008	2008-07-01	2009-07-01	2.0116
A/Kisumu/7609/2008	2008-07-01	2009-07-01	2.0791
A/Uganda/MUWRP-011/2008	2008-07-01	2009-07-01	1.9829
A/Uganda/MUWRP-016/2008	2008-07-01	2009-07-01	2.0105
A/Uganda/MUWRP-042/2008	2008-07-01	2009-07-01	1.7603
A/Mexico/2779/2009	2008-07-01	2009-07-01	1.1727
A/Guatemala/1839/2009	2008-07-01	2009-07-01	0.7033
A/SouthKorea/WRAIR1171P/2009	2008-07-01	2009-07-01	1.1716
A/Thailand/981/2008	2008-07-01	2009-07-01	1.4976
A/Cambodia/S020/2008	2008-07-01	2009-07-01	2.1259
A/Stockholm/24/2008	2008-07-01	2009-07-01	1.8578
A/Moscow/24/2009	2008-07-01	2009-07-01	0.9619
A/Johannesburg/556/2009	2008-07-01	2009-07-01	0.7035
A/Paris/1753/2009	2008-07-01	2009-07-01	1.1838
A/Kobe/61/2008	2008-07-01	2009-07-01	1.5912
A/Thailand/944/2008	2008-07-01	2009-07-01	1.6765
A/Hiroshima-C/20/2009	2008-07-01	2009-07-01	1.1572
A/Yamagata/112/2008	2008-07-01	2009-07-01	1.8076
A/Yamagata/111/2008	2008-07-01	2009-07-01	1.8191
A/Thailand/860/2008	2008-07-01	2009-07-01	2.2775
A/NewMexico/WRAIR1139P/2009	2008-07-01	2009-07-01	1.5549
A/Thailand/KS08239/2009	2008-07-01	2009-07-01	1.3595
A/Aichi/158/2009	2008-07-01	2009-07-01	1.2563
A/Aichi/161/2009	2008-07-01	2009-07-01	1.2074
A/Fukuoka-C/39/2008	2008-07-01	2009-07-01	2.1294
A/Taiwan/724/2009	2008-07-01	2009-07-01	1.0509
A/Idaho/17/2008	2008-07-01	2009-07-01	2.3169
A/Idaho/18/2008	2008-07-01	2009-07-01	2.1872
A/DaNang/DN453/2008	2008-07-01	2009-07-01	1.8312
A/Hawaii/47/2008	2008-07-01	2009-07-01	2.0274
A/Singapore/619/2008	2008-07-01	2009-07-01	2.0057
A/Kanagawa/61/2008	2008-07-01	2009-07-01	2.1882
A/Yamanashi/140/2008	2008-07-01	2009-07-01	2.2898
A/Sydney/3/2009	2008-07-01	2009-07-01	1.5272
A/Kochi/35/2009	2008-07-01	2009-07-01	1.5056
A/Kanagawa/65/2008	2008-07-01	2009-07-01	2.3386
A/Suriname/5163/2009	2008-07-01	2009-07-01	0.8200
A/Switzerland/1397477/2008	2008-07-01	2009-07-01	1.8575
A/Moscow/416/2009	2008-07-01	2009-07-01	1.1562
A/Moscow/419/2009	2008-07-01	2009-07-01	1.3676
A/Moscow/402/2009	2008-07-01	2009-07-01	1.6365
A/Kyoto/8/2009	2008-07-01	2009-07-01	2.9281
A/HongKong/40/2009	2008-07-01	2009-07-01	3.1159
A/Wakayama/14/2009	2008-07-01	2009-07-01	2.9830
A/Hawaii/2/2009	2008-07-01	2009-07-01	3.1159
A/Kyoto/19/2008	2008-07-01	2009-07-01	4.0764
A/Sakai/33/2008	2008-07-01	2009-07-01	4.5307
A/England/233/2009	2008-07-01	2009-07-01	1.1862
A/Sakai/53/2008	2008-07-01	2009-07-01	3.7947
A/Chiba-C/7/2009	2008-07-01	2009-07-01	2.9281
A/Yamaguchi/15/2009	2008-07-01	2009-07-01	2.9830
A/Shizuoka/428/2009	2008-07-01	2009-07-01	2.4171
A/Shizuoka/448/2009	2008-07-01	2009-07-01	2.3706
A/Guam/WRAIR1557P/2009	2008-07-01	2009-07-01	2.7050
A/Guam/WRAIR1670P/2009	2008-07-01	2009-07-01	2.7050
A/Kobe/84/2009	2008-07-01	2009-07-01	1.8817
A/Ehime/9/2009	2008-07-01	2009-07-01	2.9950
A/Hiroshima-C/7/2009	2008-07-01	2009-07-01	3.2526
A/Kyoto/20/2008	2008-07-01	2009-07-01	4.4527
A/Hyogo/6/2008	2008-07-01	2009-07-01	4.1631
A/Shizuoka-C/57/2008	2008-07-01	2009-07-01	3.4788
A/Fukushima/124/2008	2008-07-01	2009-07-01	3.4788
A/Ehime/36/2008	2008-07-01	2009-07-01	3.8186
A/Shizuoka/502/2009	2008-07-01	2009-07-01	2.4511
A/Kyoto/12/2009	2008-07-01	2009-07-01	3.0720
A/Bangladesh/9890/2008	2008-07-01	2009-07-01	0.6819
A/Stockholm/21/2008	2008-07-01	2009-07-01	1.1450
A/Sweden/4/2008	2008-07-01	2009-07-01	0.9773
A/Bangladesh/2009/2008	2008-07-01	2009-07-01	1.6434
A/Algeria/G202/2009	2008-07-01	2009-07-01	1.0439
A/Minnesota/37/2008	2008-07-01	2009-07-01	1.0439
A/Kyrgyzstan/WRAIR1256P/2008	2008-07-01	2009-07-01	1.1990
A/Algeria/G217/2009	2008-07-01	2009-07-01	1.0169
A/Paris/123/2008	2008-07-01	2009-07-01	1.1161
A/Stockholm/23/2008	2008-07-01	2009-07-01	1.2906
A/Finland/539/2009	2008-07-01	2009-07-01	0.6997
A/Norway/14/2009	2008-07-01	2009-07-01	1.0695
A/Singapore/N593/2008	2008-07-01	2009-07-01	1.4457
A/Seoul/4436/2008	2008-07-01	2009-07-01	1.0851
A/Bangladesh/3017/2008	2008-07-01	2009-07-01	2.5510
A/Sweden/3/2008	2008-07-01	2009-07-01	1.4700
A/Stockholm/26/2008	2008-07-01	2009-07-01	1.2572
A/Stockholm/20/2008	2008-07-01	2009-07-01	1.7017
A/Torino/14/2008	2008-07-01	2009-07-01	1.2574
A/Astrakhan/7/2009	2008-07-01	2009-07-01	0.8298
A/Tanger/533/2009	2008-07-01	2009-07-01	1.3086
A/Kuwait/WRAIR1561P/2009	2008-07-01	2009-07-01	1.1321
A/Norway/1/2009	2008-07-01	2009-07-01	1.2482
A/NewYork/1192/2009	2008-07-01	2009-07-01	0.9031
A/Taiwan/725/2009	2008-07-01	2009-07-01	1.0728
A/HongKong/2154/2009	2008-07-01	2009-07-01	1.1002
A/Akita/34/2009	2008-07-01	2009-07-01	1.0477
A/Taiwan/722/2009	2008-07-01	2009-07-01	1.2058
A/California/VRDL246/2009	2008-07-01	2009-07-01	1.1235
A/California/VRDL184/2009	2008-07-01	2009-07-01	1.1671
A/California/VRDL373/2009	2008-07-01	2009-07-01	1.1741
A/Bhutan/151/2009	2008-07-01	2009-07-01	0.9225
A/Bhutan/154/2009	2008-07-01	2009-07-01	0.9186
A/Taiwan/1088/2009	2008-07-01	2009-07-01	1.3716
A/Vietnam/1770/2009	2008-07-01	2009-07-01	1.0282
A/Niigata/403/2009	2008-07-01	2009-07-01	1.5416
A/Taiwan/4055/2009	2008-07-01	2009-07-01	2.1450
A/Gyeonggi/185/2009	2008-07-01	2009-07-01	1.5951
A/Hiroshima/148/2009	2008-07-01	2009-07-01	1.1345
A/HongKong/2008/2009	2008-07-01	2009-07-01	1.5450
A/PortMoresby/2/2009	2008-07-01	2009-07-01	1.0252
A/Korea/WRAIR1038P/2009	2008-07-01	2009-07-01	1.5015
A/Tochigi/140/2009	2008-07-01	2009-07-01	1.1841
A/Tochigi/127/2009	2008-07-01	2009-07-01	1.3505
