lbi	replicate	season_end	season_start	strain
0.4357	0	2019-07-01	2018-07-01	A/Congo/416/2018
0.4915	0	2019-07-01	2018-07-01	A/Garoua/19V-1937/2019
0.3705	0	2019-07-01	2018-07-01	A/Heilongjiang-Taoshan/1145/2019
0.3824	0	2019-07-01	2018-07-01	A/Busan/1458/2018
0.4008	0	2019-07-01	2018-07-01	A/Ontario/RV3909/2018
0.127	0	2019-07-01	2018-07-01	A/Brisbane/94/2018
0.1667	0	2019-07-01	2018-07-01	A/Nebraska/8/2018
0.1615	0	2019-07-01	2018-07-01	A/Ontario/RV3907/2018
0.3482	0	2019-07-01	2018-07-01	A/Brazil/20/2018
0.3022	0	2019-07-01	2018-07-01	A/Guatemala/284/2018
0.3046	0	2019-07-01	2018-07-01	A/Indiana/28/2018
0.4297	0	2019-07-01	2018-07-01	A/Newcastle/44/2018
0.4498	0	2019-07-01	2018-07-01	A/Brisbane/117/2018
0.4748	0	2019-07-01	2018-07-01	A/Wisconsin/500/2018
0.4779	0	2019-07-01	2018-07-01	A/Maryland/48/2018
0.3762	0	2019-07-01	2018-07-01	A/Texas/137/2018
0.4236	0	2019-07-01	2018-07-01	A/Guatemala/148/2018
0.3052	0	2019-07-01	2018-07-01	A/Guatemala/39/2018
0.3052	0	2019-07-01	2018-07-01	A/Guatemala/40/2018
0.6	0	2019-07-01	2018-07-01	A/Saraburi/279/2018
0.9921	0	2019-07-01	2018-07-01	A/Christchurch/505/2018
0.6866	0	2019-07-01	2018-07-01	A/Fiji/71/2018
0.7531	0	2019-07-01	2018-07-01	A/SouthAustralia/112/2018
0.7035	0	2019-07-01	2018-07-01	A/Alberta/RV4032/2018
1.0235	0	2019-07-01	2018-07-01	A/Alaska/50/2018
0.8345	0	2019-07-01	2018-07-01	A/Yokohama/111/2018
0.8198	0	2019-07-01	2018-07-01	A/Washington/186/2018
0.8423	0	2019-07-01	2018-07-01	A/Florida/94/2018
0.93	0	2019-07-01	2018-07-01	A/WestVirginia/28/2018
0.9747	0	2019-07-01	2018-07-01	A/Hawaii/57/2018
0.6867	0	2019-07-01	2018-07-01	A/Ayutthaya/347/2018
0.8939	0	2019-07-01	2018-07-01	A/ChiangMai/203/2018
0.8007	0	2019-07-01	2018-07-01	A/Chanthaburi/312/2018
0.9949	0	2019-07-01	2018-07-01	A/Singapore/GP1479/2018
1.0785	0	2019-07-01	2018-07-01	A/Hawaii/49/2018
1.1883	0	2019-07-01	2018-07-01	A/Bahrain/449/2018
1.1929	0	2019-07-01	2018-07-01	A/Temuco/86049/2018
0.7904	0	2019-07-01	2018-07-01	A/NewYork/61/2018
1.0041	0	2019-07-01	2018-07-01	A/Florida/96/2018
1.119	0	2019-07-01	2018-07-01	A/Alaska/52/2018
1.1843	0	2019-07-01	2018-07-01	A/Iowa/58/2018
1.0187	0	2019-07-01	2018-07-01	A/Utah/38/2018
1.1891	0	2019-07-01	2018-07-01	A/Missouri/50/2018
1.1443	0	2019-07-01	2018-07-01	A/Temuco/79791/2018
0.818	0	2019-07-01	2018-07-01	A/Beijing-Chaoyang/12841/2018
1.2836	0	2019-07-01	2018-07-01	A/PuertoMontt/73132/2018
1.6804	0	2019-07-01	2018-07-01	A/PuertoMontt/59138/2018
0.9524	0	2019-07-01	2018-07-01	A/Peru/769818/2018
1.0097	0	2019-07-01	2018-07-01	A/NewJersey/38/2018
0.9163	0	2019-07-01	2018-07-01	A/Nagano/2531/2018
0.6124	0	2019-07-01	2018-07-01	A/Saitama/154/2018
0.6946	0	2019-07-01	2018-07-01	A/Taiwan/79723/2018
1.3054	0	2019-07-01	2018-07-01	A/Taiwan/80749/2018
0.7169	0	2019-07-01	2018-07-01	A/Ontario/RV4332/2018
0.5246	0	2019-07-01	2018-07-01	A/Parana/202/2019
0.8596	0	2019-07-01	2018-07-01	A/Aichi/199/2018
0.7713	0	2019-07-01	2018-07-01	A/Zambia/1-390/2018
1.0525	0	2019-07-01	2018-07-01	A/HongKong/1295/2018
0.8678	0	2019-07-01	2018-07-01	A/Taiwan/80929/2018
0.8678	0	2019-07-01	2018-07-01	A/Taiwan/80928/2018
0.7293	0	2019-07-01	2018-07-01	A/Taiwan/81051/2018
0.6448	0	2019-07-01	2018-07-01	A/Mauritius/I-1020/2018
0.6926	0	2019-07-01	2018-07-01	A/Bolivia/2193/2018
1.0475	0	2019-07-01	2018-07-01	A/Kanagawa/ZC1735/2018
0.7909	0	2019-07-01	2018-07-01	A/Tochigi/18144/2018
0.8023	0	2019-07-01	2018-07-01	A/Zambia/1-344/2018
0.7757	0	2019-07-01	2018-07-01	A/Zambia/4-356/2018
0.8981	0	2019-07-01	2018-07-01	A/Zambia/1-305/2018
0.3707	0	2019-07-01	2018-07-01	A/Bangladesh/724/2018
0.3771	0	2019-07-01	2018-07-01	A/Bangladesh/2013/2018
0.432	0	2019-07-01	2018-07-01	A/Bangladesh/3033/2018
0.3884	0	2019-07-01	2018-07-01	A/Wisconsin/99/2018
0.3795	0	2019-07-01	2018-07-01	A/Wisconsin/102/2018
0.3872	0	2019-07-01	2018-07-01	A/Wisconsin/100/2018
0.3914	0	2019-07-01	2018-07-01	A/Singapore/NTF0033/2018
0.6458	0	2019-07-01	2018-07-01	A/Michigan/393/2018
0.6984	0	2019-07-01	2018-07-01	A/Michigan/386/2018
0.7087	0	2019-07-01	2018-07-01	A/Ohio/26/2018
0.5342	0	2019-07-01	2018-07-01	A/AbuDhabi/134/2018
0.8863	0	2019-07-01	2018-07-01	A/Hawaii/50/2018
0.8747	0	2019-07-01	2018-07-01	A/HongKong/1708/2018
1.0139	0	2019-07-01	2018-07-01	A/Ontario/RV3962/2018
0.923	0	2019-07-01	2018-07-01	A/Hawaii/51/2018
0.8865	0	2019-07-01	2018-07-01	A/Hawaii/52/2018
0.956	0	2019-07-01	2018-07-01	A/Shanghai-Pudongxin/11178/2018
0.7928	0	2019-07-01	2018-07-01	A/Hawaii/53/2018
1.0296	0	2019-07-01	2018-07-01	A/Alberta/RV3924/2018
1.0649	0	2019-07-01	2018-07-01	A/SouthAustralia/19/2018
0.8769	0	2019-07-01	2018-07-01	A/Minnesota/50/2018
1.3111	0	2019-07-01	2018-07-01	A/Hawaii/47/2018
1.0195	0	2019-07-01	2018-07-01	A/HongKong/1838/2018
1.1957	0	2019-07-01	2018-07-01	A/Wisconsin/95/2018
1.0643	0	2019-07-01	2018-07-01	A/HongKong/1757/2018
1.0118	0	2019-07-01	2018-07-01	A/Wisconsin/98/2018
1.0118	0	2019-07-01	2018-07-01	A/Wisconsin/97/2018
1.0118	0	2019-07-01	2018-07-01	A/Wisconsin/96/2018
1.1235	0	2019-07-01	2018-07-01	A/Michigan/385/2018
1.0927	0	2019-07-01	2018-07-01	A/Yokohama/95/2018
1.1545	0	2019-07-01	2018-07-01	A/NewJersey/41/2018
0.9386	0	2019-07-01	2018-07-01	A/SouthAustralia/1017/2018
1.1121	0	2019-07-01	2018-07-01	A/NewHampshire/25/2018
0.7987	0	2019-07-01	2018-07-01	A/SouthAustralia/186/2018
1.0047	0	2019-07-01	2018-07-01	A/Maine/37/2018
1.5841	0	2019-07-01	2018-07-01	A/Hawaii/46/2018
1.0912	0	2019-07-01	2018-07-01	A/HongKong/2060/2018
0.9948	0	2019-07-01	2018-07-01	A/Singapore/GP1693/2018
1.15	0	2019-07-01	2018-07-01	A/HongKong/1934/2018
1.2377	0	2019-07-01	2018-07-01	A/Sydney/121/2018
0.9081	0	2019-07-01	2018-07-01	A/Idaho/24/2018
0.8966	0	2019-07-01	2018-07-01	A/Singapore/TT0110/2019
1.147	0	2019-07-01	2018-07-01	A/Victoria/2139/2018
1.114	0	2019-07-01	2018-07-01	A/Malaysia/RP4443/2018
0.8474	0	2019-07-01	2018-07-01	A/Tennessee/6/2019
0.893	0	2019-07-01	2018-07-01	A/SriLanka/2/2019
1.2827	0	2019-07-01	2018-07-01	A/NorthDakota/38/2018
1.034	0	2019-07-01	2018-07-01	A/SriLanka/59/2018
1.0677	0	2019-07-01	2018-07-01	A/SriLanka/60/2018
0.9882	0	2019-07-01	2018-07-01	A/SriLanka/1/2019
1.5453	0	2019-07-01	2018-07-01	A/Bahrain/506/2018
1.5689	0	2019-07-01	2018-07-01	A/Wisconsin/103/2018
0.8255	0	2019-07-01	2018-07-01	A/AbuDhabi/6/2019
1.3729	0	2019-07-01	2018-07-01	A/AbuDhabi/97/2018
0.6833	0	2019-07-01	2018-07-01	A/CoteDIvoire/648/2019
0.9375	0	2019-07-01	2018-07-01	A/Perth/20/2019
1.6568	0	2019-07-01	2018-07-01	A/AbuDhabi/116/2018
2.2811	0	2019-07-01	2018-07-01	A/Connecticut/33/2018
0.6514	0	2019-07-01	2018-07-01	A/Oman/4262/2019
1.3416	0	2019-07-01	2018-07-01	A/AbuDhabi/12/2019
0.9764	0	2019-07-01	2018-07-01	A/Delaware/42/2019
1.0099	0	2019-07-01	2018-07-01	A/Delaware/41/2019
0.6489	0	2019-07-01	2018-07-01	A/Michigan/418/2018
0.5974	0	2019-07-01	2018-07-01	A/Nagano/2689/2018
0.7953	0	2019-07-01	2018-07-01	A/Minnesota/54/2018
6.4197	0	2019-07-01	2018-07-01	A/Minnesota/51/2018
6.4197	0	2019-07-01	2018-07-01	A/Iowa/60/2018
5.5237	0	2019-07-01	2018-07-01	A/Iowa/68/2018
2.9382	0	2019-07-01	2018-07-01	A/Fiji/21/2019
5.6692	0	2019-07-01	2018-07-01	A/Alberta/RV4168/2018
4.7256	0	2019-07-01	2018-07-01	A/Singapore/GP2151/2018
4.4015	0	2019-07-01	2018-07-01	A/Massachusetts/37/2018
2.011	0	2019-07-01	2018-07-01	A/RioGrandedoSul/303/2019
1.6483	0	2019-07-01	2018-07-01	A/HongKong/2670/2019
1.7742	0	2019-07-01	2018-07-01	A/Cambodia/FSS40729/2019
4.4437	0	2019-07-01	2018-07-01	A/Chanthaburi/2967/2018
3.2609	0	2019-07-01	2018-07-01	A/Hebei-Luquan/1108/2019
1.8543	0	2019-07-01	2018-07-01	A/AbuDhabi/54/2019
6.6091	0	2019-07-01	2018-07-01	A/Texas/136/2018
6.5022	0	2019-07-01	2018-07-01	A/Wakayama/97/2018
5.5744	0	2019-07-01	2018-07-01	A/Wakayama/100/2018
5.1397	0	2019-07-01	2018-07-01	A/Nagano/2659/2018
5.0011	0	2019-07-01	2018-07-01	A/Wakayama/109/2018
3.3418	0	2019-07-01	2018-07-01	A/Florida/15/2019
5.1606	0	2019-07-01	2018-07-01	A/Townsville/43/2018
4.4789	0	2019-07-01	2018-07-01	A/Newcastle/82/2018
1.7527	0	2019-07-01	2018-07-01	A/Singapore/NTF0036/2019
7.7582	0	2019-07-01	2018-07-01	A/Brisbane/146/2018
7.3979	0	2019-07-01	2018-07-01	A/Washington/184/2018
4.0203	0	2019-07-01	2018-07-01	A/Lyon/EHPAD/108/2019
5.8057	0	2019-07-01	2018-07-01	A/Chongqing-Yuzhong/11841/2018
5.0406	0	2019-07-01	2018-07-01	A/Santiago/103164/2018
4.7525	0	2019-07-01	2018-07-01	A/Newcastle/105/2018
4.4397	0	2019-07-01	2018-07-01	A/Newcastle/83/2018
7.9683	0	2019-07-01	2018-07-01	A/Ontario/RV4214/2018
2.6944	0	2019-07-01	2018-07-01	A/RhodeIsland/26/2019
2.9948	0	2019-07-01	2018-07-01	A/Taiwan/82268/2019
3.4732	0	2019-07-01	2018-07-01	A/Singapore/GP0585/2019
2.4782	0	2019-07-01	2018-07-01	A/Cambodia/FSS40728/2019
3.1404	0	2019-07-01	2018-07-01	A/Singapore/NUH0020/2019
4.4615	0	2019-07-01	2018-07-01	A/Kanagawa/ZC1857/2019
3.0983	0	2019-07-01	2018-07-01	A/StPetersburg/1092V/2019
4.4452	0	2019-07-01	2018-07-01	A/Sydney/53/2019
4.9094	0	2019-07-01	2018-07-01	A/WestKazakhstan/463/2019
2.9987	0	2019-07-01	2018-07-01	A/Florida/71/2019
5.0584	0	2019-07-01	2018-07-01	A/WestKazakhstan/462/2019
2.8285	0	2019-07-01	2018-07-01	A/Victoria/2515/2019
2.4454	0	2019-07-01	2018-07-01	A/CostaRica/7314/2019
4.402	0	2019-07-01	2018-07-01	A/SantaCatarina/223/2019
2.4807	0	2019-07-01	2018-07-01	A/Iceland/12621/2019
3.0342	0	2019-07-01	2018-07-01	A/Niigata-C/37/2019
5.5452	0	2019-07-01	2018-07-01	A/SouthAustralia/34/2019
5.5452	0	2019-07-01	2018-07-01	A/SouthAustralia/34/2019-egg
4.7956	0	2019-07-01	2018-07-01	A/Kanagawa/IC18166/2019
2.7134	0	2019-07-01	2018-07-01	A/England/192360670/2019
2.6234	0	2019-07-01	2018-07-01	A/Alberta/RV2423/2019
7.135	0	2019-07-01	2018-07-01	A/Macau/600075/2019
4.1436	0	2019-07-01	2018-07-01	A/Connecticut/28/2019
2.8568	0	2019-07-01	2018-07-01	A/Tennessee/71/2019
3.5469	0	2019-07-01	2018-07-01	A/Brisbane/33/2019
6.4072	0	2019-07-01	2018-07-01	A/Kanagawa/AC1865/2019
8.0763	0	2019-07-01	2018-07-01	A/Macau/600004/2019
3.4823	0	2019-07-01	2018-07-01	A/Kobe/19156/2019
3.5037	0	2019-07-01	2018-07-01	A/Hawaii/36/2019
5.1064	0	2019-07-01	2018-07-01	A/Taiwan/81988/2019
5.483	0	2019-07-01	2018-07-01	A/Saitama/125/2019
4.1254	0	2019-07-01	2018-07-01	A/Miyazaki/47/2019
3.4965	0	2019-07-01	2018-07-01	A/SouthAfrica/R05636/2019
2.9728	0	2019-07-01	2018-07-01	A/Utah/37/2019
4.5515	0	2019-07-01	2018-07-01	A/SouthAfrica/R03804/2019
5.0077	0	2019-07-01	2018-07-01	A/Wellington/18/2019
3.878	0	2019-07-01	2018-07-01	A/Lao/F1176/2019
4.7052	0	2019-07-01	2018-07-01	A/Christchurch/516/2019
3.3604	0	2019-07-01	2018-07-01	A/Christchurch/529/2019
4.9889	0	2019-07-01	2018-07-01	A/TimorLeste/1/2019
4.7901	0	2019-07-01	2018-07-01	A/Dunedin/15/2019
4.8893	0	2019-07-01	2018-07-01	A/Christchurch/509/2019
3.125	0	2019-07-01	2018-07-01	A/Akita/60/2019
3.1385	0	2019-07-01	2018-07-01	A/Nagano/2410/2019
3.0825	0	2019-07-01	2018-07-01	A/Saskatchewan/RV2242/2019
3.0825	0	2019-07-01	2018-07-01	A/Saskatchewan/RV2240/2019
8.469	0	2019-07-01	2018-07-01	A/Aichi/2/2019
8.3538	0	2019-07-01	2018-07-01	A/Macau/600114/2019
8.3683	0	2019-07-01	2018-07-01	A/Kanagawa/ZC1805/2019
3.6628	0	2019-07-01	2018-07-01	A/Iwate/45/2019
7.2913	0	2019-07-01	2018-07-01	A/Yokohama/70/2019
6.7737	0	2019-07-01	2018-07-01	A/Kanagawa/AC1871/2019
6.7275	0	2019-07-01	2018-07-01	A/Colorado/12/2019
6.2344	0	2019-07-01	2018-07-01	A/Kanagawa/ZC1853/2019
4.5487	0	2019-07-01	2018-07-01	A/Osaka/93/2019
6.4368	0	2019-07-01	2018-07-01	A/Kanagawa/AC1876/2019
4.1993	0	2019-07-01	2018-07-01	A/Delaware/38/2019
3.6139	0	2019-07-01	2018-07-01	A/Missouri/25/2019
3.0824	0	2019-07-01	2018-07-01	A/SaintLucia/6276/2019
3.5746	0	2019-07-01	2018-07-01	A/SaintLucia/6245/2019
4.9732	0	2019-07-01	2018-07-01	A/SouthAfrica/R03985/2019
3.4465	0	2019-07-01	2018-07-01	A/SouthCarolina/13/2019
3.8871	0	2019-07-01	2018-07-01	A/Hawaii/42/2019
3.228	0	2019-07-01	2018-07-01	A/Florida/79/2019
4.1089	0	2019-07-01	2018-07-01	A/SouthAfrica/R05652/2019
3.1752	0	2019-07-01	2018-07-01	A/Chanthaburi/2377/2019
3.6827	0	2019-07-01	2018-07-01	A/Wisconsin/554/2019
3.4213	0	2019-07-01	2018-07-01	A/Ohio/21/2019
4.1949	0	2019-07-01	2018-07-01	A/Christchurch/528/2019
3.531	0	2019-07-01	2018-07-01	A/Tokyo/19139/2019
4.0317	0	2019-07-01	2018-07-01	A/Iceland/75/2019
3.9473	0	2019-07-01	2018-07-01	A/Michigan/383/2019
3.5414	0	2019-07-01	2018-07-01	A/Alberta/RV2433/2019
3.6723	0	2019-07-01	2018-07-01	A/Alaska/28/2019
4.232	0	2019-07-01	2018-07-01	A/Wisconsin/552/2019
3.6968	0	2019-07-01	2018-07-01	A/Delaware/9818/2019
0.5298	0	2019-07-01	2018-07-01	A/Saskatchewan/RV3932/2018
0.5138	0	2019-07-01	2018-07-01	A/NewJersey/42/2018
0.504	0	2019-07-01	2018-07-01	A/NewJersey/43/2018
0.4653	0	2019-07-01	2018-07-01	A/Ontario/RV4043/2018
0.4243	0	2019-07-01	2018-07-01	A/Guangxi-Babu/1913/2018
0.393	0	2019-07-01	2018-07-01	A/Texas/133/2018
0.548	0	2019-07-01	2018-07-01	A/Kuwait/6408/2018
0.3785	0	2019-07-01	2018-07-01	A/DistrictOfColumbia/34/2018
0.309	0	2019-07-01	2018-07-01	A/SaudiArabia/461280/2018
0.4299	0	2019-07-01	2018-07-01	A/NewHampshire/27/2018
0.5293	0	2019-07-01	2018-07-01	A/LaReunion/1970/2018
0.5153	0	2019-07-01	2018-07-01	A/LaReunion/1967/2018
0.4655	0	2019-07-01	2018-07-01	A/Poitiers/2003/2018
0.4952	0	2019-07-01	2018-07-01	A/Poitiers/1976/2018
0.4381	0	2019-07-01	2018-07-01	A/Kanagawa/85/2018
0.472	0	2019-07-01	2018-07-01	A/Zambia/4-378/2018
0.4283	0	2019-07-01	2018-07-01	A/Turkey/70/2018
0.6419	0	2019-07-01	2018-07-01	A/Nonthaburi/131/2018
0.6615	0	2019-07-01	2018-07-01	A/Lopburi/172/2018
0.4816	0	2019-07-01	2018-07-01	A/Yunnan-Chuxiong/1584/2018
0.6724	0	2019-07-01	2018-07-01	A/AbuDhabi/113/2018
0.8214	0	2019-07-01	2018-07-01	A/NewYork/40/2018
0.8214	0	2019-07-01	2018-07-01	A/NewYork/41/2018
1.0195	0	2019-07-01	2018-07-01	A/Pennsylvania/129/2018
0.5671	0	2019-07-01	2018-07-01	A/Mauritania/10-2019/2019
0.6665	0	2019-07-01	2018-07-01	A/California/96/2018
1.238	0	2019-07-01	2018-07-01	A/NewHampshire/24/2018
0.6927	0	2019-07-01	2018-07-01	A/Singapore/KK0124/2019
1.3254	0	2019-07-01	2018-07-01	A/Mauritius/I-851/2018
0.9885	0	2019-07-01	2018-07-01	A/Mauritius/I-1058/2018
0.9982	0	2019-07-01	2018-07-01	A/Mauritius/I-1072/2018
1.2949	0	2019-07-01	2018-07-01	A/Mauritius/I-967/2018
0.9087	0	2019-07-01	2018-07-01	A/Mauritius/I-1122/2018
1.4721	0	2019-07-01	2018-07-01	A/Mauritius/I-906/2018
1.4135	0	2019-07-01	2018-07-01	A/Mauritius/I-925/2018
1.3139	0	2019-07-01	2018-07-01	A/Oman/3577/2018
1.5648	0	2019-07-01	2018-07-01	A/Oman/3610/2018
0.7813	0	2019-07-01	2018-07-01	A/Oman/6018/2018
1.1707	0	2019-07-01	2018-07-01	A/SouthAustralia/2/2019
1.2338	0	2019-07-01	2018-07-01	A/HongKong/45/2019
1.1112	0	2019-07-01	2018-07-01	A/Ningxia-Xinqing/1525/2019
1.9964	0	2019-07-01	2018-07-01	A/TimorLeste/91/2019
1.3645	0	2019-07-01	2018-07-01	A/Lao/1214/2019
1.6295	0	2019-07-01	2018-07-01	A/Guangxi-Qinnan/1590/2019
1.8458	0	2019-07-01	2018-07-01	A/Hunan-Yuhu/1320/2019
1.7321	0	2019-07-01	2018-07-01	A/Macau/603415/2019
1.5865	0	2019-07-01	2018-07-01	A/Guangdong-Rongcheng/1408/2019
2.8859	0	2019-07-01	2018-07-01	A/Chongqing-Wanzhou/1121/2019
1.5705	0	2019-07-01	2018-07-01	A/Minnesota/41/2019
1.4431	0	2019-07-01	2018-07-01	A/HongKong/2671/2019
1.4403	0	2019-07-01	2018-07-01	A/HongKong/2669/2019
1.8071	0	2019-07-01	2018-07-01	A/Yunnan-Gejiu/320/2019
1.804	0	2019-07-01	2018-07-01	A/Bangladesh/101695/2019
1.7147	0	2019-07-01	2018-07-01	A/Bangladesh/3055/2019
2.2558	0	2019-07-01	2018-07-01	A/Anhui-Jinghu/1334/2019
1.4638	0	2019-07-01	2018-07-01	A/Bangladesh/1015/2019
1.8038	0	2019-07-01	2018-07-01	A/Bangladesh/3067/2019
1.8328	0	2019-07-01	2018-07-01	A/Bangladesh/4055/2019
1.8666	0	2019-07-01	2018-07-01	A/Delaware/39/2019
1.5618	0	2019-07-01	2018-07-01	A/Lebanon/471/2019
2.3	0	2019-07-01	2018-07-01	A/Bangladesh/2046/2019
1.6549	0	2019-07-01	2018-07-01	A/Bangladesh/1190614024/2019
1.5889	0	2019-07-01	2018-07-01	A/England/92620632/2019
1.546	0	2019-07-01	2018-07-01	A/Bangladesh/186/2018
1.4919	0	2019-07-01	2018-07-01	A/Bangladesh/215/2018
1.2354	0	2019-07-01	2018-07-01	A/Bhutan/1220/2018
1.4092	0	2019-07-01	2018-07-01	A/Bhutan/1204/2018
1.2233	0	2019-07-01	2018-07-01	A/Bhutan/244/2018
1.2445	0	2019-07-01	2018-07-01	A/Bhutan/865/2018
1.8275	0	2019-07-01	2018-07-01	A/Bangladesh/3031/2018
0.8926	0	2019-07-01	2018-07-01	A/Nepal/19FL0702/2019
1.349	0	2019-07-01	2018-07-01	A/Lorraine/2365/2018
1.6332	0	2019-07-01	2018-07-01	A/Florida/87/2018
1.2334	0	2019-07-01	2018-07-01	A/SriLanka/55/2018
1.6295	0	2019-07-01	2018-07-01	A/SouthDakota/44/2018
1.5873	0	2019-07-01	2018-07-01	A/SouthDakota/46/2018
1.5343	0	2019-07-01	2018-07-01	A/NorthDakota/30/2018
1.6048	0	2019-07-01	2018-07-01	A/SriLanka/45/2018
1.4057	0	2019-07-01	2018-07-01	A/SriLanka/54/2018
1.0261	0	2019-07-01	2018-07-01	A/SriLanka/62/2018
1.5112	0	2019-07-01	2018-07-01	A/Michigan/401/2018
0.6231	0	2019-07-01	2018-07-01	A/India/534/2019
1.6014	0	2019-07-01	2018-07-01	A/Alberta/RV4033/2018
1.3645	0	2019-07-01	2018-07-01	A/Minnesota/58/2018
1.5437	0	2019-07-01	2018-07-01	A/Iceland/101/2018
1.4244	0	2019-07-01	2018-07-01	A/Iceland/108/2018
0.928	0	2019-07-01	2018-07-01	A/Nepal/19FL1376/2019
1.9331	0	2019-07-01	2018-07-01	A/Montana/37/2018
0.9461	0	2019-07-01	2018-07-01	A/Iceland/4/2019
1.0384	0	2019-07-01	2018-07-01	A/Dnipro/256/2019
0.9016	0	2019-07-01	2018-07-01	A/Georgia/658/2019
0.9139	0	2019-07-01	2018-07-01	A/StPetersburg/RII-262/2019
0.9387	0	2019-07-01	2018-07-01	A/Delaware/41/2018
1.2489	0	2019-07-01	2018-07-01	A/Minnesota/42/2018
1.3516	0	2019-07-01	2018-07-01	A/England/99/2019
1.6878	0	2019-07-01	2018-07-01	A/DistrictOfColumbia/35/2018
2.1424	0	2019-07-01	2018-07-01	A/Ontario/RV4196/2018
0.8658	0	2019-07-01	2018-07-01	A/Iceland/71/2019
1.7934	0	2019-07-01	2018-07-01	A/Ecuador/2071/2019
1.1195	0	2019-07-01	2018-07-01	A/Colombia/2313/2019
1.8956	0	2019-07-01	2018-07-01	A/Colombia/6090/2019
0.9824	0	2019-07-01	2018-07-01	A/SouthAfrica/R05176/2019
1.9854	0	2019-07-01	2018-07-01	A/Ecuador/4125/2019
1.5143	0	2019-07-01	2018-07-01	A/Iquique/19398/2019
0.8425	0	2019-07-01	2018-07-01	A/Wisconsin/555/2019
1.4532	0	2019-07-01	2018-07-01	A/Macedonia/1283/2019
1.8238	0	2019-07-01	2018-07-01	A/SantaCatarina/52/2019
0.6604	0	2019-07-01	2018-07-01	A/Tomsk/5645V/2019
0.8472	0	2019-07-01	2018-07-01	A/StPetersburg/RII-242/2019
1.062	0	2019-07-01	2018-07-01	A/CostaRica/2948/2018
1.0267	0	2019-07-01	2018-07-01	A/CostaRica/2917/2018
1.3477	0	2019-07-01	2018-07-01	A/PuertoRico/24/2018
1.3477	0	2019-07-01	2018-07-01	A/PuertoRico/25/2018
1.4148	0	2019-07-01	2018-07-01	A/CostaRica/468/2018
1.5111	0	2019-07-01	2018-07-01	A/CostaRica/1301/2018
0.6892	0	2019-07-01	2018-07-01	A/Colombia/4252/2019
2.1675	0	2019-07-01	2018-07-01	A/Panama/324977/2018
1.4229	0	2019-07-01	2018-07-01	A/CostaRica/1614/2018
1.0467	0	2019-07-01	2018-07-01	A/Bolivia/237/2019
1.5398	0	2019-07-01	2018-07-01	A/CostaRica/1932/2018
1.1073	0	2019-07-01	2018-07-01	A/NewYork/5/2019
1.5348	0	2019-07-01	2018-07-01	A/Pennsylvania/523/2018
1.837	0	2019-07-01	2018-07-01	A/Delaware/33/2018
1.6947	0	2019-07-01	2018-07-01	A/SaudiArabia/461288/2018
1.6649	0	2019-07-01	2018-07-01	A/Texas/131/2018
1.1244	0	2019-07-01	2018-07-01	A/SriLanka/51/2018
1.1363	0	2019-07-01	2018-07-01	A/Kanagawa/AC1816/2018
1.8555	0	2019-07-01	2018-07-01	A/Washington/181/2018
1.6773	0	2019-07-01	2018-07-01	A/NorthDakota/36/2018
1.7819	0	2019-07-01	2018-07-01	A/Oman/5362/2018
1.0274	0	2019-07-01	2018-07-01	A/Nepal/19FL1496/2019
1.3082	0	2019-07-01	2018-07-01	A/Nonthaburi/21/2019
0.6856	0	2019-07-01	2018-07-01	A/Lebanon/445/2019
0.654	0	2019-07-01	2018-07-01	A/Omsk/1008V/2019
1.9204	0	2019-07-01	2018-07-01	A/Alberta/RV3928/2018
1.3763	0	2019-07-01	2018-07-01	A/Oman/5838/2018
0.9723	0	2019-07-01	2018-07-01	A/Kenya/107/2019
2.6533	0	2019-07-01	2018-07-01	A/Minnesota/48/2018
2.6666	0	2019-07-01	2018-07-01	A/Wisconsin/106/2018
1.5226	0	2019-07-01	2018-07-01	A/Mauritania/255-2018/2018
2.629	0	2019-07-01	2018-07-01	A/SouthAustralia/1023/2018
3.3876	0	2019-07-01	2018-07-01	A/Ohio/31/2018
3.1078	0	2019-07-01	2018-07-01	A/Paris/2149/2018
2.9209	0	2019-07-01	2018-07-01	A/Singapore/TT0829/2018
1.6978	0	2019-07-01	2018-07-01	A/Antalya/4/2018
1.3807	0	2019-07-01	2018-07-01	A/Mali/32/2019
1.3522	0	2019-07-01	2018-07-01	A/Delaware/12/2019
1.4663	0	2019-07-01	2018-07-01	A/Mauritania/9-2019/2019
1.4416	0	2019-07-01	2018-07-01	A/Malaysia/RP0574/2019
1.2923	0	2019-07-01	2018-07-01	A/Moscow/146/2019
1.3198	0	2019-07-01	2018-07-01	A/Pennsylvania/639/2019
1.0892	0	2019-07-01	2018-07-01	A/Nigeria/2200/2019
2.8513	0	2019-07-01	2018-07-01	A/Massachusetts/26/2018
2.553	0	2019-07-01	2018-07-01	A/Mauritania/200-2018/2018
1.7475	0	2019-07-01	2018-07-01	A/Turkey/52/2019
1.2697	0	2019-07-01	2018-07-01	A/Jordan/30076/2019
0.3859	0	2020-07-01	2019-07-01	A/Hawaii/59/2019
0.3376	0	2020-07-01	2019-07-01	A/Brisbane/1133/2019
0.196	0	2020-07-01	2019-07-01	A/Santiago/62859/2019
0.226	0	2020-07-01	2019-07-01	A/Guatemala/227/2019
0.3393	0	2020-07-01	2019-07-01	A/Iquique/89168/2019
0.2452	0	2020-07-01	2019-07-01	A/PortTalbot/2404/2019
